EnsemblGeneStableID	HGNC.symbol	baseMean	log2FoldChange	lfcSE	pvalue	padj	Direction.rnaseq	Direction.H3K27ac	Direction.atac	Direction.methylation
ENSG00000142945.13	KIF2C	568.8894537	2.75394821	0.45570988	2.07E-11	1.60E-09	Up	Decrease	NS	NS
ENSG00000106305.10	AIMP2	405.2930654	1.987135653	0.316501723	2.33E-11	1.80E-09	Up	NS	NS	NS
ENSG00000185950.9	IRS2	1351.166236	-2.782775858	0.466099891	2.38E-11	1.83E-09	Down	NS	NS	NS
ENSG00000131747.15	TOP2A	2130.32346	3.647738324	0.663176392	2.51E-11	1.92E-09	Up	NS	NS	NS
ENSG00000135074.16	ADAM19	9366.001137	-2.427956446	0.399771998	2.65E-11	2.02E-09	Down	NS	NS	NS
ENSG00000139890.10	REM2	281.2430657	-1.953347075	0.311113681	2.73E-11	2.08E-09	Down	Decrease	NS	NS
ENSG00000091127.14	PUS7	511.9414051	2.156718579	0.348295643	2.86E-11	2.16E-09	Up	Decrease	NS	NS
ENSG00000196628.19	TCF4	15326.06456	-1.658299513	0.263547318	2.94E-11	2.22E-09	Down	Increase	NS	NS
ENSG00000179094.16	PER1	6005.850964	-2.934851267	0.502794829	3.11E-11	2.32E-09	Down	NS	Increase	NS
ENSG00000163931.16	TKT	4098.614948	1.964101718	0.316034681	3.22E-11	2.40E-09	Up	NS	Increase	NS
ENSG00000170677.6	SOCS6	195.1471533	3.991549514	0.699297309	3.34E-11	2.47E-09	Up	Increase	Increase	NS
ENSG00000211685.3	IGLC7	319.9818028	4.660425627	0.816163697	3.34E-11	2.47E-09	Up	NS	NS	NS
ENSG00000163606.11	CD200R1	65.15198957	3.809311012	0.629752265	3.36E-11	2.47E-09	Up	Decrease	NS	NS
ENSG00000117724.13	CENPF	966.9331206	2.455405146	0.406104394	3.43E-11	2.50E-09	Up	NS	NS	NS
ENSG00000130881.14	LRP3	132.6565886	6.421527782	1.249201789	3.43E-11	2.50E-09	Up	Decrease	Increase	NS
ENSG00000088367.23	EPB41L1	78.19497875	4.228983838	0.718683586	3.68E-11	2.67E-09	Up	NS	NS	NS
ENSG00000166851.15	PLK1	740.142135	3.415531926	0.604023605	3.76E-11	2.72E-09	Up	NS	NS	NS
ENSG00000134215.16	VAV3	764.5559363	-2.329831933	0.38477201	4.18E-11	3.00E-09	Down	Decrease	Increase	NS
ENSG00000273889.2	FAM83H	410.6030032	7.94137882	1.622472514	4.21E-11	3.01E-09	Up	NS	NS	NS
ENSG00000051341.14	POLQ	502.1686934	2.180640797	0.356223507	4.47E-11	3.18E-09	Up	Decrease	Increase	NS
ENSG00000134057.15	CCNB1	710.1460459	3.032358738	0.526205293	4.55E-11	3.22E-09	Up	NS	NS	NS
ENSG00000169896.18	ITGAM	1109.784647	-3.574473085	0.644673432	4.77E-11	3.37E-09	Down	NS	NS	NS
ENSG00000143669.14	LYST	4094.380508	-1.664557878	0.267430059	4.84E-11	3.40E-09	Down	NS	NS	NS
ENSG00000165304.8	MELK	255.8567737	3.117042968	0.533514327	5.17E-11	3.62E-09	Up	NS	NS	NS
ENSG00000120278.16	PLEKHG1	5997.79743	-2.168237309	0.358510106	5.33E-11	3.72E-09	Down	NS	NS	NS
ENSG00000136982.6	DSCC1	159.1559481	3.938591882	0.706840276	5.48E-11	3.81E-09	Up	NS	NS	NS
ENSG00000120690.16	ELF1	5979.640517	-1.466838643	0.235125417	5.86E-11	4.05E-09	Down	NS	NS	NS
ENSG00000163344.6	PMVK	776.5309636	1.903192645	0.310495656	5.87E-11	4.05E-09	Up	NS	NS	NS
ENSG00000278728.2	CNTNAP2	605.9067013	-4.303326922	0.833680808	6.02E-11	4.13E-09	Down	Decrease	NS	NS
ENSG00000084774.14	CAD	4491.098768	1.303448008	0.207684525	6.24E-11	4.27E-09	Up	NS	NS	NS
ENSG00000006625.18	GGCT	623.412592	2.159754869	0.356591368	6.40E-11	4.36E-09	Up	Decrease	NS	NS
ENSG00000184916.9	JAG2	93.20898293	2.725105445	0.44661595	6.42E-11	4.36E-09	Up	NS	NS	NS
ENSG00000196123.13	KIAA0895L	783.5943631	2.57637886	0.436522599	6.51E-11	4.40E-09	Up	NS	NS	NS
ENSG00000180185.11	FAHD1	275.8370472	1.74073746	0.281107372	6.57E-11	4.42E-09	Up	Decrease	NS	NS
ENSG00000177556.12	ATOX1	2580.038285	1.625065907	0.263162638	6.60E-11	4.43E-09	Up	NS	NS	NS
ENSG00000126249.8	PDCD2L	261.9749618	1.836181951	0.297872577	7.02E-11	4.69E-09	Up	Decrease	Increase	NS
ENSG00000185291.12	IL3RA	582.2853881	-1.833377202	0.299576151	7.24E-11	4.82E-09	Down	NS	NS	NS
ENSG00000138496.16	PARP9	2784.111933	1.439054888	0.232169307	7.29E-11	4.84E-09	Up	Decrease	Increase	NS
ENSG00000181610.13	MRPS23	741.5852208	1.709801978	0.2780324	7.58E-11	5.01E-09	Up	NS	NS	NS
ENSG00000104147.9	OIP5	111.7444568	2.616711004	0.434353609	7.77E-11	5.12E-09	Up	NS	NS	NS
ENSG00000128311.14	TST	163.1947839	4.180421406	0.778002612	8.07E-11	5.28E-09	Up	Increase;Decrease	NS	NS
ENSG00000225648.5	SBDSP1	1303.053486	-1.678799063	0.273663432	8.08E-11	5.28E-09	Down	NS	NS	NS
ENSG00000138593.9	SECISBP2L	4668.086938	-1.965639846	0.325813383	8.26E-11	5.36E-09	Down	Increase	NS	NS
ENSG00000182372.10	CLN8	1425.669624	-1.725118111	0.281937119	8.26E-11	5.36E-09	Down	NS	Increase	NS
ENSG00000088325.16	TPX2	1038.843678	4.051756997	0.801699758	8.35E-11	5.40E-09	Up	NS	Increase	NS
ENSG00000135905.19	DOCK10	6818.069126	-1.664261124	0.272169682	8.51E-11	5.47E-09	Down	Decrease	NS	NS
ENSG00000184661.14	CDCA2	186.4539083	4.293045023	0.825135315	8.49E-11	5.47E-09	Up	Decrease	NS	NS
ENSG00000172794.20	RAB37	1474.33725	-2.906210581	0.509255018	8.78E-11	5.62E-09	Down	NS	NS	NS
ENSG00000160360.13	GPSM1	642.6207588	4.431198477	0.851484247	8.81E-11	5.62E-09	Up	NS	NS	NS
ENSG00000105281.12	SLC1A5	1552.02035	1.853473862	0.305330069	8.96E-11	5.69E-09	Up	NS	Increase	NS
ENSG00000159228.13	CBR1	234.9330267	2.417018515	0.40488191	9.13E-11	5.78E-09	Up	NS	Increase	NS
ENSG00000089685.15	BIRC5	403.3286477	3.840549525	0.725627033	9.98E-11	6.30E-09	Up	Increase	Increase	NS
ENSG00000167695.15	TLCD3A	156.0147181	2.175602841	0.35945922	1.06E-10	6.68E-09	Up	NS	NS	NS
ENSG00000231588.1	SHQ1P1	139.3120995	-2.064614989	0.34057258	1.16E-10	7.28E-09	Down	Decrease	Decrease	NS
ENSG00000112218.9	GPR63	142.9467006	2.491292115	0.417647224	1.18E-10	7.38E-09	Up	NS	NS	NS
ENSG00000077238.14	IL4R	25908.96768	-2.587431612	0.45045025	1.22E-10	7.53E-09	Down	NS	NS	NS
ENSG00000099814.16	CEP170B	231.2063998	4.10510957	0.788411042	1.21E-10	7.53E-09	Up	NS	NS	NS
ENSG00000188177.14	ZC3H6	1047.698522	-1.67470054	0.27517498	1.23E-10	7.60E-09	Down	NS	NS	NS
ENSG00000090889.12	KIF4A	290.9957131	4.055342144	0.779782649	1.26E-10	7.75E-09	Up	NS	NS	NS
ENSG00000169710.9	FASN	4341.106644	2.396657964	0.411366404	1.31E-10	8.04E-09	Up	Increase	NS	NS
ENSG00000006534.16	ALDH3B1	515.3849709	2.553177855	0.439308899	1.34E-10	8.17E-09	Up	NS	NS	NS
ENSG00000196976.7	LAGE3	436.1722209	2.201892285	0.372792934	1.49E-10	9.10E-09	Up	NS	NS	NS
ENSG00000185028.4	LRRC14B	67.11866521	5.169612002	0.921816918	1.51E-10	9.14E-09	Up	NS	NS	NS
ENSG00000175063.17	UBE2C	723.8169522	5.371118069	1.368122195	1.54E-10	9.31E-09	Up	NS	NS	NS
ENSG00000197763.18	TXNRD3	149.9283943	2.310151359	0.388636775	1.54E-10	9.31E-09	Up	Increase	NS	NS
ENSG00000122873.12	CISD1	295.2346221	2.1201221	0.356701093	1.56E-10	9.33E-09	Up	NS	NS	NS
ENSG00000136541.14	ERMN	1080.095493	-2.024703337	0.341622635	1.56E-10	9.33E-09	Down	Decrease	NS	NS
ENSG00000100263.14	RHBDD3	678.2866789	1.677661281	0.278172555	1.58E-10	9.42E-09	Up	NS	NS	NS
ENSG00000215784.6	FAM72D	186.8409776	2.443785804	0.415026702	1.58E-10	9.42E-09	Up	NS	NS	NS
ENSG00000162704.16	ARPC5	3248.493984	1.538137048	0.253657731	1.60E-10	9.47E-09	Up	NS	NS	NS
ENSG00000271303.2	SRXN1	107.3641912	4.499790484	0.850351639	1.65E-10	9.77E-09	Up	NS	NS	NS
ENSG00000170236.16	USP50	492.5740625	-1.9319397	0.324491064	1.72E-10	1.02E-08	Down	Decrease	NS	NS
ENSG00000198856.13	OSTC	1135.250072	1.411872735	0.231840211	1.76E-10	1.03E-08	Up	NS	NS	NS
ENSG00000104880.18	ARHGEF18	4371.356568	-1.409736663	0.233230542	1.89E-10	1.11E-08	Down	Decrease	NS	NS
ENSG00000100162.15	CENPM	354.842958	2.186915353	0.371804825	1.90E-10	1.11E-08	Up	NS	NS	NS
ENSG00000196230.13	TUBB	13582.47056	2.663166284	0.472376576	1.98E-10	1.15E-08	Up	NS	NS	NS
ENSG00000126878.13	AIF1L	41.12931175	5.386766385	0.948420099	2.08E-10	1.21E-08	Up	NS	NS	NS
ENSG00000168066.20	SF1	26269.22772	-1.198299277	0.196218386	2.12E-10	1.23E-08	Down	NS	NS	NS
ENSG00000184232.9	OAF	229.7005999	1.976837409	0.332029604	2.14E-10	1.23E-08	Up	NS	NS	NS
ENSG00000158321.18	AUTS2	575.5657617	-3.164973712	0.583626843	2.22E-10	1.27E-08	Down	NS	Decrease	Hypo
ENSG00000196839.13	ADA	691.4137246	2.018923856	0.343773032	2.27E-10	1.30E-08	Up	NS	NS	NS
ENSG00000146281.6	PM20D2	1496.592496	1.625534013	0.272222741	2.43E-10	1.38E-08	Up	Increase;Decrease	NS	NS
ENSG00000107902.14	LHPP	1826.813767	-1.990127057	0.340373543	2.45E-10	1.39E-08	Down	NS	NS	NS
ENSG00000068976.14	PYGM	285.7736555	-2.353063181	0.407140232	2.55E-10	1.44E-08	Down	NS	NS	NS
ENSG00000196576.15	PLXNB2	1974.461547	3.726508863	0.734561886	2.56E-10	1.44E-08	Up	NS	NS	Hypo
ENSG00000146670.10	CDCA5	860.6634049	4.67566464	1.10344437	2.59E-10	1.46E-08	Up	NS	NS	NS
ENSG00000159256.13	MORC3	3432.089051	-1.385999208	0.22974194	2.62E-10	1.47E-08	Down	Increase;Decrease	NS	NS
ENSG00000115232.14	ITGA4	2985.822822	3.187940412	0.597773193	2.66E-10	1.49E-08	Up	NS	NS	NS
ENSG00000118655.7	DCLRE1B	187.2252571	2.039021692	0.34533502	2.70E-10	1.51E-08	Up	NS	NS	NS
ENSG00000181751.10	MACIR	790.0619237	2.19290499	0.378236825	2.75E-10	1.53E-08	Up	NS	NS	NS
ENSG00000151376.16	ME3	101.2730268	4.427349539	0.838023391	2.82E-10	1.56E-08	Up	NS	NS	NS
ENSG00000124151.19	NCOA3	15311.80368	-1.406881924	0.235370889	2.87E-10	1.58E-08	Down	NS	NS	NS
ENSG00000169607.13	CKAP2L	311.8112444	2.799833566	0.501386212	2.91E-10	1.60E-08	Up	NS	NS	NS
ENSG00000135241.17	PNPLA8	1235.849396	-1.427097781	0.23804419	2.97E-10	1.62E-08	Down	Decrease	NS	NS
ENSG00000184271.17	POU6F1	544.7202994	-3.427743301	0.642845174	2.96E-10	1.62E-08	Down	Decrease	NS	NS
ENSG00000105856.14	HBP1	1891.551713	-1.830858988	0.312634002	3.19E-10	1.73E-08	Down	Decrease	NS	NS
ENSG00000167397.15	VKORC1	509.5429621	1.674536039	0.282673272	3.18E-10	1.73E-08	Up	NS	NS	NS
ENSG00000100031.19	GGT1	617.3504094	2.34117247	0.409873244	3.36E-10	1.82E-08	Up	Decrease	NS	NS
ENSG00000167900.12	TK1	633.8835689	1.836870225	0.313641752	3.56E-10	1.92E-08	Up	Increase	Increase	NS
ENSG00000066926.12	FECH	837.1509038	2.039582477	0.353149743	3.82E-10	2.04E-08	Up	NS	NS	NS
ENSG00000113758.13	DBN1	440.6061988	2.037563086	0.353397102	3.81E-10	2.04E-08	Up	NS	Increase	NS
ENSG00000180964.17	TCEAL8	335.0439298	1.891088929	0.323400597	3.90E-10	2.09E-08	Up	NS	NS	NS
ENSG00000143653.10	SCCPDH	1020.615886	1.313394588	0.220385832	4.23E-10	2.25E-08	Up	NS	NS	NS
ENSG00000153291.16	SLC25A27	61.54360397	3.776962279	0.648927136	4.67E-10	2.48E-08	Up	NS	NS	NS
ENSG00000165672.7	PRDX3	1775.83676	1.640954822	0.280962863	4.98E-10	2.63E-08	Up	Decrease	NS	NS
ENSG00000198932.13	GPRASP1	3232.583018	-2.547892646	0.464424106	5.07E-10	2.67E-08	Down	NS	NS	NS
ENSG00000151914.20	DST	125.5959419	2.434387157	0.424214226	5.31E-10	2.79E-08	Up	NS	NS	Hypo
ENSG00000184831.14	APOO	303.30268	1.55835155	0.265031884	5.43E-10	2.84E-08	Up	NS	NS	NS
ENSG00000143387.13	CTSK	507.8052303	-1.519603329	0.258523572	5.51E-10	2.88E-08	Down	Decrease	Decrease	NS
ENSG00000219881.1	GAPDHP42	81.04216511	-2.906923837	0.515574575	5.57E-10	2.90E-08	Down	Decrease	NS	NS
ENSG00000118193.12	KIF14	279.1221992	3.185750545	0.600472969	5.68E-10	2.95E-08	Up	NS	NS	NS
ENSG00000164879.7	CA3	110.0456731	-3.659651942	0.680596325	5.75E-10	2.98E-08	Down	NS	NS	NS
ENSG00000203760.8	CENPW	176.4446521	3.195221192	0.593885041	5.81E-10	3.00E-08	Up	NS	NS	NS
ENSG00000283426.1	SMBD1P	239.1408393	-1.859492218	0.319198198	5.86E-10	3.01E-08	Down	NS	NS	NS
ENSG00000131462.8	TUBG1	757.5498252	2.310933958	0.412876437	6.19E-10	3.17E-08	Up	Decrease	NS	NS
ENSG00000143126.8	CELSR2	372.452604	3.722747089	0.741738281	6.35E-10	3.25E-08	Up	Decrease	NS	NS
ENSG00000071051.14	NCK2	1222.059901	-2.089934063	0.370473514	6.64E-10	3.39E-08	Down	Decrease	Decrease	NS
ENSG00000181924.7	COA4	1042.148977	1.417016081	0.241726565	6.92E-10	3.52E-08	Up	NS	Increase	NS
ENSG00000171316.12	CHD7	5622.142107	-1.609232945	0.278195034	6.95E-10	3.53E-08	Down	Decrease	NS	Hypo
ENSG00000175643.10	RMI2	344.0295098	2.136795458	0.377019846	7.19E-10	3.63E-08	Up	NS	NS	NS
ENSG00000128309.16	MPST	950.9608282	2.446304701	0.444072221	7.22E-10	3.64E-08	Up	Increase;Decrease	NS	NS
ENSG00000087586.17	AURKA	246.2519996	3.322678758	0.63537901	7.35E-10	3.70E-08	Up	NS	NS	NS
ENSG00000156587.16	UBE2L6	2786.831852	1.699800406	0.295473933	7.39E-10	3.71E-08	Up	Decrease	Increase	NS
ENSG00000154518.9	ATP5MC3	2687.548387	1.555949121	0.269937437	7.44E-10	3.72E-08	Up	NS	NS	NS
ENSG00000178096.9	BOLA1	186.9049345	2.277199123	0.403026395	7.48E-10	3.73E-08	Up	NS	NS	NS
ENSG00000075218.19	GTSE1	351.873729	2.571533075	0.467790182	7.72E-10	3.84E-08	Up	Increase	Increase	NS
ENSG00000088836.14	SLC4A11	217.1122209	3.799577949	0.761203512	7.82E-10	3.88E-08	Up	NS	NS	NS
ENSG00000105011.9	ASF1B	267.4347466	2.903809264	0.539244419	8.03E-10	3.94E-08	Up	NS	Increase	NS
ENSG00000174500.13	GCSAM	82.614315	3.808280558	0.695659734	8.03E-10	3.94E-08	Up	Decrease	NS	NS
ENSG00000270629.6	NBPF14	8092.81355	-1.602897395	0.278459968	8.27E-10	4.04E-08	Down	NS	NS	NS
ENSG00000084070.12	SMAP2	16739.4912	-1.639155061	0.286218605	9.07E-10	4.41E-08	Down	NS	NS	NS
ENSG00000178015.5	GPR150	50.47583483	6.43480752	1.180800904	9.06E-10	4.41E-08	Up	NS	Increase	NS
ENSG00000139636.15	LMBR1L	3192.845025	-1.733506581	0.304242825	9.17E-10	4.45E-08	Down	NS	NS	NS
ENSG00000205730.6	ITPRIPL2	563.9500092	1.896862278	0.333993702	9.31E-10	4.49E-08	Up	NS	NS	NS
ENSG00000214194.9	SMIM30	417.6297791	1.813898405	0.318497086	9.31E-10	4.49E-08	Up	Decrease	NS	NS
ENSG00000137563.12	GGH	116.847335	2.801680857	0.506285674	9.41E-10	4.53E-08	Up	NS	Decrease	NS
ENSG00000112984.12	KIF20A	242.9842548	3.781034761	0.764151032	9.59E-10	4.60E-08	Up	Decrease	Decrease	NS
ENSG00000116194.13	ANGPTL1	193.8856139	-1.967469627	0.346044999	9.89E-10	4.73E-08	Down	Decrease	Increase	NS
ENSG00000096063.16	SRPK1	1784.712446	1.446562292	0.250419902	1.04E-09	4.96E-08	Up	NS	NS	NS
ENSG00000101444.13	AHCY	3523.536344	1.882215943	0.334019115	1.04E-09	4.96E-08	Up	NS	NS	NS
ENSG00000120306.11	CYSTM1	392.3058596	2.400898246	0.435350597	1.06E-09	5.01E-08	Up	NS	NS	Hypo
ENSG00000283777.2	CANX	5250.883008	1.21116872	0.207621153	1.08E-09	5.12E-08	Up	NS	NS	NS
ENSG00000141101.13	NOB1	1621.989406	1.574127884	0.275542787	1.21E-09	5.69E-08	Up	NS	NS	NS
ENSG00000167971.16	CASKIN1	26.19120182	6.12536737	1.159325214	1.22E-09	5.74E-08	Up	Increase	Increase	NS
ENSG00000167670.16	CHAF1A	1078.30553	1.746272556	0.307847286	1.26E-09	5.90E-08	Up	NS	NS	NS
ENSG00000059573.9	ALDH18A1	2535.011228	1.239531158	0.213611231	1.29E-09	6.05E-08	Up	Decrease	NS	NS
ENSG00000101596.16	SMCHD1	13528.22977	-1.758855802	0.312771181	1.30E-09	6.05E-08	Down	Decrease	NS	NS
ENSG00000149782.11	PLCB3	461.5377617	1.83773027	0.325609204	1.30E-09	6.05E-08	Up	NS	NS	NS
ENSG00000225217.1	HSPA7	339.2536807	-3.093148879	0.596431474	1.31E-09	6.10E-08	Down	NS	NS	NS
ENSG00000227765.4	MYL12BP2	136.464925	3.669571029	0.727825219	1.36E-09	6.29E-08	Up	Increase	Increase	NS
ENSG00000077348.9	EXOSC5	636.9325604	2.149169185	0.38926295	1.37E-09	6.34E-08	Up	Decrease	NS	NS
ENSG00000130312.6	MRPL34	577.2945024	1.87745539	0.335239538	1.38E-09	6.35E-08	Up	NS	Increase	NS
ENSG00000119421.7	NDUFA8	464.1994349	2.05939445	0.371536391	1.39E-09	6.39E-08	Up	NS	NS	NS
ENSG00000225553.7	PHF1	4231.099823	-2.08958559	0.380159955	1.42E-09	6.54E-08	Down	NS	NS	NS
ENSG00000121211.8	MND1	159.2586063	3.666585804	0.738971212	1.57E-09	7.19E-08	Up	NS	NS	NS
ENSG00000124802.12	EEF1E1	531.8517115	1.790232775	0.318897135	1.58E-09	7.22E-08	Up	Increase	NS	NS
ENSG00000111639.8	MRPL51	1563.207563	2.25069119	0.415727426	1.61E-09	7.32E-08	Up	NS	NS	NS
ENSG00000165905.18	LARGE2	941.6697972	-4.402802739	1.046757161	1.61E-09	7.32E-08	Down	Decrease	Increase	NS
ENSG00000072571.20	HMMR	216.4096675	3.110620962	0.603022978	1.62E-09	7.32E-08	Up	NS	NS	NS
ENSG00000234637.1	RPS19P6	61.73726437	-4.651192038	0.887055978	1.63E-09	7.36E-08	Down	NS	Increase	NS
ENSG00000278211.4	TRIM69	556.8782457	1.630530571	0.288167162	1.71E-09	7.71E-08	Up	NS	Increase	NS
ENSG00000196715.7	VKORC1L1	557.2807102	1.547848179	0.273206301	1.77E-09	7.97E-08	Up	NS	NS	NS
ENSG00000115657.14	ABCB6	406.63004	1.610083069	0.284473872	1.79E-09	8.01E-08	Up	Decrease	NS	NS
ENSG00000172771.12	EFCAB12	248.1117023	-1.990549378	0.358477877	1.84E-09	8.21E-08	Down	NS	NS	NS
ENSG00000087077.14	TRIP6	736.6282719	2.240323773	0.412463392	1.85E-09	8.27E-08	Up	Increase	Increase	NS
ENSG00000133639.6	BTG1	15972.44383	-1.442470839	0.254682948	1.87E-09	8.34E-08	Down	NS	NS	NS
ENSG00000162434.13	JAK1	8344.927777	-1.145702591	0.198183098	1.89E-09	8.39E-08	Down	Decrease	NS	NS
ENSG00000169679.15	BUB1	454.580474	3.521435498	0.730953315	1.90E-09	8.41E-08	Up	NS	NS	NS
ENSG00000107281.10	NPDC1	227.8456944	4.397150976	1.009784967	1.92E-09	8.46E-08	Up	NS	Increase	NS
ENSG00000087494.16	PTHLH	157.3984328	6.31359916	1.462573709	1.96E-09	8.63E-08	Up	NS	Increase	NS
ENSG00000186010.19	NDUFA13	3204.926752	1.600311172	0.284465908	2.02E-09	8.86E-08	Up	NS	NS	NS
ENSG00000140396.13	NCOA2	2570.740642	-1.371300119	0.24102211	2.07E-09	9.09E-08	Down	Decrease	Decrease	Hypo
ENSG00000177045.10	SIX5	240.1955772	1.896989184	0.340731739	2.09E-09	9.16E-08	Up	NS	Increase	NS
ENSG00000242372.8	EIF6	2265.186682	1.419011127	0.250861021	2.15E-09	9.39E-08	Up	NS	Increase	NS
ENSG00000113140.11	SPARC	89.81976358	3.836818083	0.726529429	2.16E-09	9.41E-08	Up	NS	NS	NS
ENSG00000061794.13	MRPS35	914.452296	1.473642791	0.260891103	2.17E-09	9.42E-08	Up	NS	Increase	NS
ENSG00000132313.15	MRPL35	705.5757354	1.7380232	0.31253692	2.24E-09	9.71E-08	Up	Decrease	NS	NS
ENSG00000137843.12	PAK6	207.7189367	3.183073635	0.622821274	2.28E-09	9.84E-08	Up	NS	NS	Hypo
ENSG00000186638.16	KIF24	156.0401182	3.021159726	0.582401942	2.41E-09	1.04E-07	Up	NS	NS	NS
ENSG00000178896.9	EXOSC4	231.4135412	2.447845256	0.456753335	2.43E-09	1.05E-07	Up	NS	NS	NS
ENSG00000198736.11	MSRB1	747.8307091	2.449700334	0.463334207	2.45E-09	1.05E-07	Up	Decrease	NS	NS
ENSG00000108984.15	MAP2K6	680.6875543	-2.560004331	0.491908008	2.54E-09	1.09E-07	Down	NS	NS	NS
ENSG00000172301.11	COPRS	665.4864188	1.670452494	0.30060079	2.59E-09	1.10E-07	Up	NS	NS	NS
ENSG00000198873.12	GRK5	931.4172292	-2.013118854	0.371004888	2.60E-09	1.11E-07	Down	Decrease	NS	NS
ENSG00000173258.13	ZNF483	303.812998	-1.955191237	0.356796302	2.66E-09	1.13E-07	Down	NS	NS	NS
ENSG00000184205.14	TSPYL2	8304.391144	-1.581888068	0.284085587	2.66E-09	1.13E-07	Down	NS	NS	NS
ENSG00000074071.15	MRPS34	1517.236778	1.966992297	0.362207856	2.75E-09	1.16E-07	Up	Decrease	NS	NS
ENSG00000240204.3	SMKR1	94.74235414	3.750316495	0.759105505	2.84E-09	1.20E-07	Up	NS	NS	NS
ENSG00000159556.10	ISL2	43.53926729	6.967198922	1.446432647	2.86E-09	1.20E-07	Up	NS	NS	NS
ENSG00000132463.14	GRSF1	2551.931958	1.32794002	0.235868331	2.89E-09	1.21E-07	Up	Decrease	NS	NS
ENSG00000258890.7	CEP95	5053.993348	-1.46221268	0.26292385	2.90E-09	1.21E-07	Down	NS	NS	NS
ENSG00000106484.16	MEST	1579.793902	2.159306137	0.404847614	2.92E-09	1.22E-07	Up	NS	Increase	NS
ENSG00000126266.3	FFAR1	178.5774872	-2.351007138	0.437504101	2.92E-09	1.22E-07	Down	NS	NS	NS
ENSG00000130518.17	IQCN	4180.502698	-3.094970541	0.637910104	2.99E-09	1.24E-07	Down	NS	Increase	NS
ENSG00000126787.13	DLGAP5	290.0890319	3.23502093	0.65739591	3.03E-09	1.25E-07	Up	NS	NS	NS
ENSG00000079999.14	KEAP1	1087.792284	1.952224434	0.359847982	3.05E-09	1.26E-07	Up	NS	NS	NS
ENSG00000099194.6	SCD	1314.670144	2.749506154	0.538470038	3.04E-09	1.26E-07	Up	NS	NS	NS
ENSG00000132965.9	ALOX5AP	853.0915943	-2.010231272	0.372285358	3.06E-09	1.26E-07	Down	Decrease	NS	NS
ENSG00000162510.6	MATN1	534.8037674	-2.282876059	0.429365606	3.07E-09	1.26E-07	Down	NS	NS	NS
ENSG00000240053.8	LY6G5B	1005.347057	-1.257630717	0.223553512	3.15E-09	1.29E-07	Down	NS	NS	NS
ENSG00000069998.12	HDHD5	1012.018194	1.325410342	0.235642875	3.19E-09	1.30E-07	Up	NS	NS	NS
ENSG00000084110.11	HAL	72.78087418	-2.557076652	0.469370562	3.21E-09	1.31E-07	Down	NS	Decrease	NS
ENSG00000235961.6	PNMA6A	400.827052	4.219855812	0.969155066	3.24E-09	1.32E-07	Up	NS	NS	NS
ENSG00000197372.10	ZNF675	1175.491483	-1.482437848	0.267664254	3.25E-09	1.32E-07	Down	Decrease	NS	NS
ENSG00000198794.12	SCAMP5	1141.987164	3.767256198	0.84657537	3.26E-09	1.32E-07	Up	NS	Increase	NS
ENSG00000165071.14	TMEM71	339.4835226	-2.797065559	0.549571292	3.30E-09	1.33E-07	Down	NS	NS	NS
ENSG00000108439.11	PNPO	506.5545241	2.274782984	0.42876587	3.50E-09	1.41E-07	Up	NS	NS	NS
ENSG00000156127.8	BATF	620.7669553	2.416393373	0.462983607	3.77E-09	1.51E-07	Up	NS	NS	NS
ENSG00000114251.14	WNT5A	238.8741702	5.232534348	1.255514801	3.91E-09	1.56E-07	Up	Increase	NS	NS
ENSG00000156970.13	BUB1B	965.1641271	2.618586543	0.514684542	4.12E-09	1.64E-07	Up	NS	NS	NS
ENSG00000183828.15	NUDT14	263.3267178	2.182824967	0.408907009	4.15E-09	1.65E-07	Up	NS	NS	NS
ENSG00000138180.16	CEP55	260.22765	3.799511354	0.833123957	4.18E-09	1.66E-07	Up	NS	Increase	NS
ENSG00000134253.10	TRIM45	116.4796382	2.078706998	0.382000195	4.22E-09	1.67E-07	Up	NS	NS	NS
ENSG00000164087.8	POC1A	249.6069838	2.250603755	0.420794874	4.33E-09	1.71E-07	Up	NS	NS	NS
ENSG00000065183.16	WDR3	1012.957478	1.216903054	0.217186943	4.45E-09	1.75E-07	Up	NS	NS	NS
ENSG00000109881.17	CCDC34	186.2183495	2.154763745	0.402350252	4.59E-09	1.80E-07	Up	NS	NS	NS
ENSG00000137700.18	SLC37A4	571.4862849	1.518961085	0.27581751	4.67E-09	1.83E-07	Up	NS	Increase	NS
ENSG00000099800.8	TIMM13	1101.490131	2.457267254	0.480643957	5.02E-09	1.97E-07	Up	Increase;Decrease	Decrease	NS
ENSG00000089737.17	DDX24	3239.800725	-2.027033235	0.383902073	5.15E-09	2.01E-07	Down	NS	NS	NS
ENSG00000122966.16	CIT	479.791167	1.994940035	0.374409369	5.22E-09	2.03E-07	Up	NS	NS	NS
ENSG00000180340.7	FZD2	65.50121419	3.009410741	0.570798443	5.24E-09	2.04E-07	Up	NS	NS	NS
ENSG00000188985.6	DHFRP1	120.9264063	2.097677235	0.388377559	5.34E-09	2.07E-07	Up	NS	NS	NS
ENSG00000165244.7	ZNF367	358.3045711	1.693435731	0.311629805	5.39E-09	2.09E-07	Up	NS	NS	NS
ENSG00000183077.15	AFMID	595.409016	2.530990719	0.497592486	5.40E-09	2.09E-07	Up	Increase	Increase	NS
